event_id,num_perimeters_0_5h,dt_first_last_0_5h,low_temporal_resolution_0_5h,area_first_ha,area_growth_abs_0_5h,area_growth_rel_0_5h,area_growth_rate_ha_per_h,log1p_area_first,log1p_growth,log_area_ratio_0_5h,relative_growth_0_5h,radial_growth_m,radial_growth_rate_m_per_h,centroid_displacement_m,centroid_speed_m_per_h,spread_bearing_deg,spread_bearing_sin,spread_bearing_cos,dist_min_ci_0_5h,dist_std_ci_0_5h,dist_change_ci_0_5h,dist_slope_ci_0_5h,closing_speed_m_per_h,closing_speed_abs_m_per_h,projected_advance_m,dist_accel_m_per_h2,dist_fit_r2_0_5h,alignment_cos,alignment_abs,cross_track_component,along_track_speed,event_start_hour,event_start_dayofweek,event_start_month,time_to_hit_hours,event,log_dist
18104294,1,0.0,1,147.3579248,0.0,0.0,0.0,4.999627765,0.0,0.0,0.0,12.529091904450002,7.740779626500617,30.90473650280137,16.192023796887575,0.0,0.0,1.0,1742.764246,0.0,10.447158403296047,4.334935471128437,0.0,4.253909281289023,0.0,0.0,0.0,0.0,0.743560244540318,0.0,0.0,14,1,9,23.84384341,1,7.463801415285407
18150961,2,3.003965944,0,9.167085205,0.0,0.0,0.0,2.319155562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2965.217571,0.0,0.0,-1.51e-13,0.0,0.0,0.0,0.0,0.0,0.953682474,0.953682474,0.0,0.0,17,3,7,3.534845605,1,7.99504287503113
18292206,12,4.865635108,0,25.21905773,20.26269337,0.803467504,4.164449846,3.266486541,3.056954052,0.589711185,0.803467504,97.16235777,19.96910077,169.3156525,34.79826349,60.41243838,0.869602139,0.493753096,1135.260951,0.0,0.0,3.44e-13,0.0,0.0,0.0,-1.58e-13,0.0,0.437704344,0.437704344,31.28777854,15.2313511,22,6,8,5.81815958,1,7.035498283289029
18475932,1,0.0,1,3638.729983,0.0,0.0,0.0,8.199664777,0.0,0.0,0.0,92.45499087561062,25.236224374385714,213.3669159745491,22.714166530796827,0.0,0.0,1.0,495662.4937,0.0,-0.24092392731786882,-0.05851209162528163,0.04303314899918544,88.26861122585626,0.0,0.0,0.0,0.0,0.8782509058351379,0.0,0.0,23,0,4,66.42810308,0,13.113652535341453
18522515,1,0.0,1,1255.878023,0.0,0.0,0.0,7.136386166,0.0,0.0,0.0,31.4777871332404,16.32388226649697,77.84079481466456,14.54663854061503,0.0,0.0,1.0,7223.986277,0.0,-0.7937102940687593,-0.18806425287361694,0.09075536741148132,0.38859945219533765,0.0,0.0,0.0,0.0,0.6800899972316914,0.0,0.0,21,5,8,37.39476051,0,8.885300613601666
18675176,1,0.0,1,133.1892338,0.0,0.0,0.0,4.899250996,0.0,0.0,0.0,0.0,0.0,0.0,0.0412549539469997,0.0,0.0,1.0,34605.5164,0.0,0.1606490884794984,0.02280342990070315,0.0,0.0,0.0,0.0,0.0,0.0,0.5328147614872962,0.0,0.0,23,4,7,24.17249952,0,10.451797278573073
19306260,1,0.0,1,71.41059639,0.0,0.0,0.0,4.282352648,0.0,0.0,0.0,0.5619951354241146,0.27317367264696735,0.5450043891166183,0.22669573948097538,0.0,0.0,1.0,45739.22238,0.0,-0.07205018683090286,-0.00035082864685958746,0.0,0.0,0.0,0.0,0.0,0.0,0.15069418309608215,0.0,0.0,18,3,7,66.44223063,0,10.730733329392676
19552816,1,0.0,1,323.0736768,0.0,0.0,0.0,5.780970887,0.0,0.0,0.0,59.3297536877609,17.28074580664527,175.20967756488474,28.448242124189274,0.0,0.0,1.0,754124.4345,0.0,-170.77011671786252,-22.824307659085246,27.003470160599704,74.73269299707539,0.0,0.0,0.0,0.0,0.4834063628238157,0.0,0.0,2,2,3,61.26587258,0,13.533313991907326
19771815,7,4.308694649,0,193.3111833,35.32125262,0.182717068,8.197669016,5.269460912,3.592403042,0.167814391,0.182717068,68.65945778,15.93509482,45.71640554,10.61026814,132.6570115,0.735423206,-0.677608079,2617.383508,14.24309673,40.70303923,4.406513573,-9.446721697,9.446721697,-40.70303923,10.50067698,0.168120231,-0.888016811,0.888016811,-4.87871785,-9.422096478,8,3,8,0.523763411,1,7.870312424664233
20307683,1,0.0,1,37.72642641,0.0,0.0,0.0,3.65652222,0.0,0.0,0.0,0.5217790762134935,0.10590700270468872,1.7443254445010399,0.0,0.0,0.0,1.0,756438.2813,0.0,-0.07205018683090286,0.001512908510869989,0.0,0.018273511364094924,0.0,0.0,0.0,0.0,0.5211123322996668,0.0,0.0,21,1,3,57.64380657,0,13.536377546332355
20620516,9,4.994457123,0,106.4877065,53.8626524,0.505810991,10.7844859,4.677376483,4.004832833,0.409331614,0.505810991,132.2270894,26.47476715,450.4176981,90.18351485,95.74262729,0.994981402,-0.10006003,1784.174351,100.3574533,212.8903073,56.83809874,-42.62531484,42.62531484,-212.8903073,9.809666189,0.54293779,-0.373890171,0.373890171,83.64277382,-33.71872977,19,2,7,1.397969324,1,7.4872713650740375
20698681,1,0.0,1,424.7882203,0.0,0.0,0.0,6.053942087,0.0,0.0,0.0,21.5291666429406,5.292868274492712,34.431906472649686,8.631900083609784,0.0,0.0,1.0,2684.938303,0.0,37.99062950354708,-0.5511165590144844,0.0,9.848055472532891,0.0,0.0,0.0,0.0,0.6364802304449496,0.0,0.0,22,2,5,2.564439619,1,7.8957854069757385
21481903,1,0.0,1,515.4908094,0.0,0.0,0.0,6.247057494,0.0,0.0,0.0,303.91200235573643,58.398357071467125,307.507265770312,74.33227289443606,0.0,0.0,1.0,123439.3395,0.0,-334.99964618853375,-76.5426393508844,65.7152876835066,5.047821062385401,0.0,0.0,0.0,0.0,0.7562215637246588,0.0,0.0,1,5,8,62.8166641,0,11.723513237357304
21530188,1,0.0,1,2300.009048,0.0,0.0,0.0,7.741103022,0.0,0.0,0.0,20.495933547657536,8.074730974752878,92.42012733506215,18.27755174902055,0.0,0.0,1.0,168375.4595,0.0,-238.94662276314753,-34.5057842287636,41.925510328868725,0.5027142443807521,0.0,0.0,0.0,0.0,0.900396556151015,0.0,0.0,16,5,8,48.92529547,0,12.033957581826545
21692904,4,4.814281675,0,255.035402,0.0,0.0,0.0,5.545315724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2429.801581,0.0,0.0,-6.41e-14,0.0,0.0,0.0,-4.65e-14,0.0,0.991633788,0.991633788,0.0,0.0,19,1,9,0.584172862,1,7.795976350664148
22577693,2,3.901123272,0,65.5204179,0.0,0.0,0.0,4.197508937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1315.955435,0.0,0.0,-2.91e-14,0.0,0.0,0.0,0.0,0.0,0.574469574,0.574469574,0.0,0.0,6,3,6,5.458663007,1,7.183077862901961
22620173,1,0.0,1,17.77225088,0.0,0.0,0.0,2.932379762,0.0,0.0,0.0,0.0,0.0,1.2461722413764291,0.0,0.0,0.0,1.0,2035.178565,0.0,-5.444049277827653,-1.6704108279532346,0.9963258697083776,0.0,0.0,0.0,0.0,0.0,0.5700562029244506,0.0,0.0,19,6,8,37.61671081,1,7.618830077655699
22622416,1,0.0,1,215.7885081,0.0,0.0,0.0,5.378922261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,281070.0072,0.0,23.062022538416077,0.024667167058432728,0.0,6.270294146554512,0.0,0.0,0.0,0.0,0.957394766499053,0.0,0.0,22,3,7,66.2710855,0,12.546362611055885
23007167,1,0.0,1,3316.037397,0.0,0.0,0.0,8.106827313,0.0,0.0,0.0,31.999223830620746,16.612625376369593,82.54056849166389,10.898584644309251,0.0,0.0,1.0,73004.06017,0.0,-0.24092392731786882,-0.1778401505393265,0.041061095158192534,0.5157494421576668,0.0,0.0,0.0,0.0,0.7545378854495752,0.0,0.0,19,4,7,63.71642466,0,11.198284035125448
23708068,1,0.0,1,29.92427021,0.0,0.0,0.0,3.431541319,0.0,0.0,0.0,29.15208511841639,2.0940246249761256,39.99726802622388,7.2834380335223505,0.0,0.0,1.0,125950.4087,0.0,-0.07205018683090286,-0.00035082864685958746,0.0,0.06738560752797963,0.0,0.0,0.0,0.0,0.7599781058649548,0.0,0.0,20,3,6,18.80461026,0,11.74365146631527
23886014,1,0.0,1,845.1139642,0.0,0.0,0.0,6.74065406,0.0,0.0,0.0,17.184638379204543,2.952327737713515,18.002297997989167,6.765952710953236,0.0,0.0,1.0,3222.856454,0.0,28.556773927035728,11.887297191310775,0.0,9.885294202842449,0.0,0.0,0.0,0.0,0.7398911222468,0.0,0.0,18,3,7,3.211343435,1,8.07833357844174
24491699,1,0.0,1,14.9573065,0.0,0.0,0.0,2.769916812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2582.868335,0.0,2.6381649644364398,2.041926047218083,0.0,0.18244230876331188,0.0,0.0,0.0,0.0,0.9603910117869985,0.0,0.0,2,0,7,14.72813988,1,7.857042909656927
24514437,1,0.0,1,396.0462875,0.0,0.0,0.0,5.984052867,0.0,0.0,0.0,275.65008896381624,47.633440977678234,256.7670722361356,66.73859474496633,0.0,0.0,1.0,299438.3618,0.0,-334.99964618853375,-76.42331129197035,65.7152876835066,24.505549106899075,0.0,0.0,0.0,0.0,0.8749092971097235,0.0,0.0,0,2,8,66.40391279,0,12.609667211264258
24870571,1,0.0,1,3434.827782,0.0,0.0,0.0,8.14201316,0.0,0.0,0.0,31.60757498039618,16.46371638708493,77.7166423148335,10.898584644309251,0.0,0.0,1.0,40011.74105,0.0,-0.24092392731786882,-0.1778401505393265,0.041061095158192534,0.38115284834829694,0.0,0.0,0.0,0.0,0.5840360855391808,0.0,0.0,20,3,7,65.68965437,0,10.596953208627356
24959246,1,0.0,1,20.17062655,0.0,0.0,0.0,3.052614681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,255528.74,0.0,-0.07205018683090286,0.001512908510869989,0.0,0.0,0.0,0.0,0.0,0.0,0.8320131194890606,0.0,0.0,18,4,8,66.44899791,0,12.451094081069254
25027537,3,4.256380719,0,22.44041287,0.28789224,0.012829186,0.067637803,3.154461579,0.253006959,0.012747589,0.012829186,1.708926354,0.401497532,0.522577584,0.122775104,192.8720702,-0.222774925,-0.974869905,15398.26074,0.008423523,0.01786899,0.004518623,-0.004198165,0.004198165,-0.01786899,0.002799252,0.917414799,-0.036130785,0.036130785,-0.12269494,-0.004435961,2,0,6,11.25434434,0,9.642074783353392
25766655,3,3.798553041,0,35.11873173,13.09095654,0.372762793,3.446300841,3.586811615,2.645533211,0.316825339,0.372762793,57.39013944,15.10842124,128.1182149,33.72816267,107.20295,0.955263136,-0.295757234,2622.152614,41.97214273,89.03636024,25.22867172,-23.43954639,23.43954639,-89.03636024,17.51390834,0.91738632,-0.679881509,0.679881509,-24.73360321,-22.93115412,22,6,6,1.475231022,1,7.872132161170877
25909534,7,2.336493922,0,12.10249446,0.001296169,0.000107099,0.00055475,2.572802629,0.00129533,0.000107094,0.000107099,0.01051012,0.004498244,0.059484046,0.025458678,102.3229252,0.976960259,-0.213421304,4495.637587,0.019515121,-0.055769104,-0.008527466,0.023868714,0.023868714,0.055769104,-0.067844278,0.104229244,0.937066632,0.937066632,0.008888912,0.023856478,22,2,8,1.992963737,1,8.411085193574309
26151072,1,0.0,1,1682.296667,0.0,0.0,0.0,7.428509452,0.0,0.0,0.0,382.13409541623264,70.27647125001316,401.45448022589244,64.77584427757121,0.0,0.0,1.0,2832.952535,0.0,-440.73193509116334,-132.2909009261544,100.0,100.0,0.0,0.0,0.0,0.0,0.5140583108892063,0.0,0.0,16,6,8,4.443049116,1,7.949427671698231
26429413,2,4.017882953,0,73.4086868,0.0,0.0,0.0,4.309572693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23677.41352,0.0,0.0,-9.05e-13,0.0,0.0,0.0,0.0,0.0,-0.204216877,0.204216877,0.0,0.0,23,1,6,12.82117832,0,10.072319090131947
26940253,1,0.0,1,1132.269317,0.0,0.0,0.0,7.032861935,0.0,0.0,0.0,3.7305661594512456,2.033188617043313,5.72589573615504,0.3333782273490352,0.0,0.0,1.0,210184.4636,0.0,-0.24092392731786882,-0.05851209162528163,0.04303314899918544,0.3768860721406431,0.0,0.0,0.0,0.0,0.9557047542576319,0.0,0.0,22,5,7,59.77084045,0,12.255745579943275
27517432,1,0.0,1,16.72792353,0.0,0.0,0.0,2.875140997,0.0,0.0,0.0,0.0,0.0,1.2461722413764291,0.0,0.0,0.0,1.0,2116.539325,0.0,-173.22759716330717,-74.34704898274073,19.192266774163272,0.0,0.0,0.0,0.0,0.0,0.8429762452836245,0.0,0.0,20,2,8,1.577859773,1,7.658009997782334
27991695,1,0.0,1,6319.918369,0.0,0.0,0.0,8.751619788,0.0,0.0,0.0,40.58719595033768,20.35982778213772,133.85195833754503,28.815094654319317,0.0,0.0,1.0,67098.627,0.0,-238.94662276314753,-34.487693661659556,41.925510328868725,0.47877575152750934,0.0,0.0,0.0,0.0,0.7183613375290574,0.0,0.0,1,0,7,60.31399018,0,11.113933764076961
28132196,1,0.0,1,316.0503277,0.0,0.0,0.0,5.759060524,0.0,0.0,0.0,0.0,0.0,21.03810568221559,10.916284249131413,0.0,0.0,1.0,263598.9583,0.0,-170.77011671786252,-22.824307659085246,27.003470160599704,6.32197514595548,0.0,0.0,0.0,0.0,0.8749092971097235,0.0,0.0,1,4,8,61.48176814,0,12.482187923416243
28212683,5,4.958128295,0,3.74205773,0.0,0.0,0.0,1.556471162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,390952.4411,0.0,0.0,-1.6e-11,0.0,0.0,0.0,4.28e-11,0.0,-0.849087272,0.849087272,0.0,0.0,19,3,8,47.99702154,0,12.876343755406749
30421787,1,0.0,1,40.08330372,0.0,0.0,0.0,3.715601804,0.0,0.0,0.0,0.0,0.3327199338844798,0.0,0.09634668465888767,0.0,0.0,1.0,254943.4745,0.0,0.03269511729601768,-0.03349954282705318,0.0,0.0,0.0,0.0,0.0,0.0,0.8766651791768352,0.0,0.0,3,4,8,65.0849293,0,12.448801053371406
31054513,1,0.0,1,758.0770495,0.0,0.0,0.0,6.632103287,0.0,0.0,0.0,13.460547970310163,6.374357809229166,61.92692056476689,18.249888237359087,0.0,0.0,1.0,261138.9985,0.0,-238.94662276314753,-34.36836560274551,41.925510328868725,0.49170420781093305,0.0,0.0,0.0,0.0,0.8742579245620159,0.0,0.0,1,3,8,66.29603577,0,12.472811935217985
31560147,2,0.338524544,1,0.346640246,0.0,0.0,0.0,0.297612784,0.0,0.0,0.0,0.0,0.0,9.401853465047488,2.1242723156412553,0.0,0.0,1.0,1883.107972,0.0,-155.8242034144991,-70.75373407969039,16.20330197926463,0.0,0.0,0.0,0.0,0.003611314,0.617953843723271,0.0,0.0,20,0,6,13.65678696,1,7.5412097634729225
31948591,1,0.0,1,1135.608316,0.0,0.0,0.0,7.035803945,0.0,0.0,0.0,132.59560688441437,40.497099284818184,297.96056199309044,38.48200725825217,0.0,0.0,1.0,99977.90036,0.0,-0.24092392731786882,-0.1778401505393265,0.041061095158192534,88.42263774743047,0.0,0.0,0.0,0.0,0.6742052376825999,0.0,0.0,18,0,4,21.07246216,0,11.512714446307356
32093256,1,0.0,1,46.6042515,0.0,0.0,0.0,3.862922074,0.0,0.0,0.0,17.241578290563353,3.9448019709817097,34.85582812186164,15.455112498082881,0.0,0.0,1.0,72614.64562,0.0,0.03269511729601768,-0.03536327998478277,0.0,0.0,0.0,0.0,0.0,0.0,0.714140680162174,0.0,0.0,5,0,7,66.13177204,0,11.192935682002862
33502571,1,0.0,1,1686.850917,0.0,0.0,0.0,7.431211352,0.0,0.0,0.0,66.58928516349945,21.726404819358667,168.24296349123549,35.670374737094356,0.0,0.0,1.0,124717.0384,0.0,-238.94662276314753,-34.487693661659556,41.925510328868725,0.4940697190631394,0.0,0.0,0.0,0.0,0.7555701911769511,0.0,0.0,2,5,8,61.79932206,0,11.733810775577183
33928266,1,0.0,1,6.301274202,0.0,0.0,0.0,1.988048881,0.0,0.0,0.0,4.321093111135652,0.5972400546167246,1.0056873303764557,0.0,0.0,0.0,1.0,2670.51616,0.0,5.285762933506322,2.750688711199952,0.0,1.4682565184345495,0.0,0.0,0.0,0.0,0.3964149836525939,0.0,0.0,0,3,7,14.47369829,1,7.890401440415653
34027802,1,0.0,1,515.0204724,0.0,0.0,0.0,6.24614644,0.0,0.0,0.0,304.1993980711231,58.63321599624726,312.5995632671703,74.35993640609752,0.0,0.0,1.0,139177.6806,0.0,-334.99964618853375,-76.60944897860162,65.7152876835066,5.081700721776587,0.0,0.0,0.0,0.0,0.8950520441596235,0.0,0.0,16,0,9,62.86164433,0,11.84351385854359
34501712,1,0.0,1,38.21645907,0.0,0.0,0.0,3.669096533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21807.3387,0.0,-0.07205018683090286,-0.00035082864685958746,0.0,0.000392000888024434,0.0,0.0,0.0,0.0,0.44126841390859195,0.0,0.0,19,6,8,39.96354986,0,9.990047684813508
34889301,3,3.91346827,0,538.8039593,0.0,0.0,0.0,6.291206035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1187.206573,0.0,0.0,-4.12e-14,0.0,0.0,0.0,0.0,0.0,-0.039724922,0.039724922,0.0,0.0,22,3,8,0.064360955,1,7.080200367803327
34908295,1,0.0,1,298.4864311,0.0,0.0,0.0,5.702069111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,476870.4105,0.0,0.4391365156775391,0.004185154685153232,0.0,6.202251252505061,0.0,0.0,0.0,0.0,0.9561383162900022,0.0,0.0,21,0,7,63.96079637,0,13.075002153862778
34940889,5,4.088955947,0,58.19741306,0.0,0.0,0.0,4.080877843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.240815,0.0,0.0,3.13e-13,0.0,0.0,0.0,-7.51e-13,0.0,-0.395497807,0.395497807,0.0,0.0,19,0,8,0.001220212,1,7.6060098023343725
35324503,1,0.0,1,177.0120725,0.0,0.0,0.0,5.181851371,0.0,0.0,0.0,9.155517592557104,3.7520011268439193,22.21401635351153,7.7274567148929405,0.0,0.0,1.0,61570.97752,0.0,-86.72600583992417,-4.439398584263755,15.498176042637182,9.358403569874984,0.0,0.0,0.0,0.0,0.719012710076765,0.0,0.0,3,3,8,65.57716616,0,11.02796213562888
35610300,1,0.0,1,100.993642,0.0,0.0,0.0,4.624910478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,219692.3611,0.0,0.1606490884794984,0.025729839011922495,0.0,0.0,0.0,0.0,0.0,0.0,0.9514840968907485,0.0,0.0,22,2,8,66.05308406,0,12.299988039891549
35949465,1,0.0,1,21.1305803,0.0,0.0,0.0,3.096960376,0.0,0.0,0.0,0.0,0.0,0.0,0.1240101963203471,0.0,0.0,1.0,282251.3769,0.0,0.03269511729601768,-0.05574634004422109,0.0,0.0,0.0,0.0,0.0,0.0,0.9934917405801897,0.0,0.0,12,0,9,64.61591896,0,12.5505569032342
36527758,1,0.0,1,2.593503351,0.0,0.0,0.0,1.27912759,0.0,0.0,0.0,2.183159150954489,0.5336759457512662,1.8294025034945463,0.5619799884600498,0.0,0.0,1.0,13897.58478,0.0,-0.11005046013079618,0.07171144723098749,0.0012973486968952475,0.0434756437535997,0.0,0.0,0.0,0.0,0.3630488976274298,0.0,0.0,21,3,6,15.94961287,0,9.539542299546858
36999334,1,0.0,1,3.061807927,0.0,0.0,0.0,1.401628177,0.0,0.0,0.0,0.07336975513248127,0.0,1.238164191122413,0.3508071411480036,0.0,0.0,1.0,8724.627646,0.0,0.03269511729601768,-0.011324281432605382,0.0,0.0,0.0,0.0,0.0,0.0,0.25740983394445627,0.0,0.0,0,5,8,61.0719374,0,9.07401968098762
37136049,1,0.0,1,407.2885328,0.0,0.0,0.0,6.011974113,0.0,0.0,0.0,319.36062135136183,59.236990366156654,319.2802345358733,71.92969886228447,0.0,0.0,1.0,149724.4636,0.0,-163.79039295499362,-53.72336994344695,38.65324100094879,24.411060347522238,0.0,0.0,0.0,0.0,0.8387070331139882,0.0,0.0,22,2,7,66.03053782,0,11.916558653471165
37780023,1,0.0,1,633.5757465,0.0,0.0,0.0,6.45295666,0.0,0.0,0.0,131.22803249360697,44.454507695324345,346.4850502635174,55.93726655204374,0.0,0.0,1.0,94772.87409,0.0,-238.94662276314753,-34.487693661659556,41.925510328868725,88.38566405680031,0.0,0.0,0.0,0.0,0.6919320963553708,0.0,0.0,0,3,6,66.20297957,0,11.459249060493342
38112926,1,0.0,1,90.71794899,0.0,0.0,0.0,4.518718096,0.0,0.0,0.0,8.485840568330293,3.863872207012131,15.914345593830175,6.7486693791141725,0.0,0.0,1.0,260353.7685,0.0,0.19928854659810827,-0.02801272665250078,0.0,0.0,0.0,0.0,0.0,0.0,0.8700372671951325,0.0,0.0,5,6,8,65.02322653,0,12.46980047415214
